ID,con_count,trials.thisRepN,condition_tool,condition_unce,wins,lose,wins_total,lose_total,points_total_condition,points_total,score,mouse.time,response_time
IG09,1.0,86.0,NAIT,LOWU,126.0,126.0,8888.0,0.0,8888.0,9808.0,1.0,[0.5171129000000292],526.0033000004478
IG09,1.0,87.0,NAIT,LOWU,114.0,0.0,9002.0,0.0,9002.0,9922.0,1.0,[0.5170605000002979],526.3016999997199
IG09,1.0,88.0,NAIT,LOWU,89.0,130.0,9091.0,0.0,9091.0,10011.0,1.0,[0.3840620000000854],393.02480000059586
IG09,1.0,89.0,NAIT,LOWU,97.0,0.0,9188.0,0.0,9188.0,10108.0,1.0,[0.3171079000003374],326.0152999991551
IG09,1.0,90.0,NAIT,LOWU,128.0,0.0,9316.0,0.0,9316.0,10236.0,1.0,[0.46758670000053826],476.5959999995539
IG09,1.0,91.0,NAIT,LOWU,125.0,0.0,9441.0,0.0,9441.0,10361.0,1.0,[0.3157850999996299],325.0747000002302
IG09,1.0,92.0,NAIT,LOWU,130.0,143.0,9571.0,0.0,9571.0,10491.0,1.0,[0.6004020999998829],609.6823999995831
IG09,1.0,93.0,NAIT,LOWU,91.0,156.0,9662.0,0.0,9662.0,10582.0,1.0,[0.7001502000002802],709.3697999998694
IG09,1.0,94.0,NAIT,LOWU,73.0,102.0,9735.0,0.0,9735.0,10655.0,0.6923076923076923,[0.9704461000001174],980.0175000000745
IG09,1.0,95.0,NAIT,LOWU,123.0,0.0,9858.0,0.0,9858.0,10778.0,1.0,[0.4826286000006803],492.41480000002775
IG09,1.0,96.0,NAIT,LOWU,102.0,0.0,9960.0,0.0,9960.0,10880.0,1.0,[0.9167327000004661],926.091899999883
IG09,1.0,97.0,NAIT,LOWU,81.0,106.0,10041.0,0.0,10041.0,10961.0,1.0,[0.6335226999999577],642.8348999997834
IG09,1.0,98.0,NAIT,LOWU,115.0,179.0,10156.0,0.0,10156.0,11076.0,1.0,[1.1676649999999427],1176.8193999996874
IG09,1.0,99.0,NAIT,LOWU,110.0,0.0,10266.0,0.0,10266.0,11186.0,1.0,[0.996599399999468],1009.8687999998219
IG09,2.0,0.0,NAIT,HIGU,31.0,0.0,31.0,0.0,31.0,11217.0,0.0,[3.708053100000143],3720.3957000002265
IG09,2.0,1.0,NAIT,HIGU,130.0,0.0,161.0,0.0,161.0,11347.0,1.0,[0.5487287000005381],557.8734999998705
IG09,2.0,2.0,NAIT,HIGU,69.0,0.0,230.0,0.0,230.0,11416.0,0.3333333333333333,[0.5000070000005508],509.31649999984074
IG09,2.0,3.0,NAIT,HIGU,119.0,0.0,349.0,0.0,349.0,11535.0,0.6666666666666666,[0.8339806000003591],843.0924999993294
IG09,2.0,4.0,NAIT,HIGU,105.0,0.0,454.0,0.0,454.0,11640.0,1.0,[0.49988350000057835],509.12109999987297
IG09,2.0,5.0,NAIT,HIGU,125.0,121.0,579.0,121.0,458.0,11644.0,1.0,[0.40952000000015687],418.49909999931697
IG09,2.0,6.0,NAIT,HIGU,107.0,120.0,686.0,241.0,445.0,11631.0,1.0,[0.9823922000005041],992.2181000001729
IG09,2.0,7.0,NAIT,HIGU,31.0,100.0,717.0,341.0,376.0,11562.0,0.0,[0.7837418999997681],792.8978999998653
IG09,2.0,8.0,NAIT,HIGU,58.0,52.0,775.0,393.0,382.0,11568.0,0.3333333333333333,[0.500566799999433],509.7712999995565
IG09,2.0,9.0,NAIT,HIGU,94.0,0.0,869.0,393.0,476.0,11662.0,1.0,[0.4007123999999749],409.7345000000205
IG09,2.0,10.0,NAIT,HIGU,113.0,139.0,982.0,532.0,450.0,11636.0,1.0,[0.5839180000002671],593.2025000001304
IG09,2.0,11.0,NAIT,HIGU,87.0,160.0,1069.0,692.0,377.0,11563.0,0.6666666666666666,[0.5319676999997682],541.8753000003053
IG09,2.0,12.0,NAIT,HIGU,122.0,0.0,1191.0,692.0,499.0,11685.0,1.0,[0.38357730000006995],392.71750000084285
IG09,2.0,13.0,NAIT,HIGU,57.0,45.0,1248.0,737.0,511.0,11697.0,0.0,[0.5334586999997555],542.7345999996178
IG09,2.0,14.0,NAIT,HIGU,94.0,0.0,1342.0,737.0,605.0,11791.0,1.0,[0.4169568999996045],427.4980000000214
IG09,2.0,15.0,NAIT,HIGU,66.0,60.0,1408.0,797.0,611.0,11797.0,0.3333333333333333,[0.24939960000028805],258.8679000000702
IG09,2.0,16.0,NAIT,HIGU,129.0,218.0,1537.0,1015.0,522.0,11708.0,1.0,[0.5838539999995191],593.3266000001458
IG09,2.0,17.0,NAIT,HIGU,70.0,0.0,1607.0,1015.0,592.0,11778.0,0.6666666666666666,[0.5159966999999597],525.5274000000209
IG09,2.0,18.0,NAIT,HIGU,81.0,102.0,1688.0,1117.0,571.0,11757.0,1.0,[0.3657828999994308],376.430399999721
IG09,2.0,19.0,NAIT,HIGU,45.0,0.0,1733.0,1117.0,616.0,11802.0,0.0,[0.3364440999994258],346.0082999999868
IG09,2.0,20.0,NAIT,HIGU,97.0,0.0,1830.0,1117.0,713.0,11899.0,1.0,[1.032813000000715],1042.1560000004247
IG09,2.0,21.0,NAIT,HIGU,101.0,116.0,1931.0,1233.0,698.0,11884.0,0.6666666666666666,[0.7172421000004761],726.4961000001058
IG09,2.0,22.0,NAIT,HIGU,47.0,0.0,1978.0,1233.0,745.0,11931.0,0.0,[0.3236580999991929],335.0638999999501
IG09,2.0,23.0,NAIT,HIGU,51.0,0.0,2029.0,1233.0,796.0,11982.0,0.3333333333333333,[0.05075649999980669],59.853900000220165
IG09,2.0,24.0,NAIT,HIGU,45.0,110.0,2074.0,1343.0,731.0,11917.0,0.0,[0.41162379999968834],423.40330000023823
IG09,2.0,25.0,NAIT,HIGU,111.0,0.0,2185.0,1343.0,842.0,12028.0,0.6666666666666666,[0.581916099999944],591.6796999999788
IG09,2.0,26.0,NAIT,HIGU,62.0,0.0,2247.0,1343.0,904.0,12090.0,0.3333333333333333,[0.3664760000001479],375.80179999989923
IG09,2.0,27.0,NAIT,HIGU,40.0,0.0,2287.0,1343.0,944.0,12130.0,0.0,"[0.566480300000876, 0.9498028000007253]",959.7547000002814
IG09,2.0,28.0,NAIT,HIGU,67.0,59.0,2354.0,1402.0,952.0,12138.0,0.3333333333333333,[0.48378800000045885],492.7437000005739
IG09,2.0,29.0,NAIT,HIGU,85.0,0.0,2439.0,1402.0,1037.0,12223.0,1.0,[0.433595399999831],442.58960000029765
IG09,2.0,30.0,NAIT,HIGU,73.0,0.0,2512.0,1402.0,1110.0,12296.0,0.6666666666666666,[0.4672363999998197],476.44960000074934
IG09,2.0,31.0,NAIT,HIGU,41.0,110.0,2553.0,1512.0,1041.0,12227.0,0.3333333333333333,[0.4827913000008266],492.54290000046603
IG09,2.0,32.0,NAIT,HIGU,112.0,105.0,2665.0,1617.0,1048.0,12234.0,1.0,[0.5503462000006039],559.4609999998938
IG09,2.0,33.0,NAIT,HIGU,57.0,0.0,2722.0,1617.0,1105.0,12291.0,0.0,[0.4005890000007639],409.6361000002362
IG09,2.0,34.0,NAIT,HIGU,75.0,0.0,2797.0,1617.0,1180.0,12366.0,0.6666666666666666,[0.3663219999998546],375.7681999995839
IG09,2.0,35.0,NAIT,HIGU,42.0,69.0,2839.0,1686.0,1153.0,12339.0,0.3333333333333333,[0.5335568999998941],542.6796000001486
IG09,2.0,36.0,NAIT,HIGU,97.0,189.0,2936.0,1875.0,1061.0,12247.0,1.0,[0.4120440000006056],423.2424000001047
IG09,2.0,37.0,NAIT,HIGU,80.0,121.0,3016.0,1996.0,1020.0,12206.0,0.6666666666666666,[0.5998578999997335],609.2859000000171
IG09,2.0,38.0,NAIT,HIGU,41.0,95.0,3057.0,2091.0,966.0,12152.0,0.0,[0.3176991000000271],326.542200000491
IG09,2.0,39.0,NAIT,HIGU,53.0,0.0,3110.0,2091.0,1019.0,12205.0,0.3333333333333333,[0.26675429999977496],275.6853000000119
IG09,2.0,40.0,NAIT,HIGU,106.0,0.0,3216.0,2091.0,1125.0,12311.0,1.0,[0.983377799999289],992.6060999996262
IG09,2.0,41.0,NAIT,HIGU,83.0,203.0,3299.0,2294.0,1005.0,12191.0,0.6666666666666666,[0.5172480999999607],526.3612999996403
IG09,2.0,42.0,NAIT,HIGU,101.0,0.0,3400.0,2294.0,1106.0,12292.0,1.0,[0.5516981999999189],560.645200000261
IG09,2.0,43.0,NAIT,HIGU,126.0,0.0,3526.0,2294.0,1232.0,12418.0,1.0,[0.3835074999997232],392.88630000012927
IG09,2.0,44.0,NAIT,HIGU,101.0,0.0,3627.0,2294.0,1333.0,12519.0,0.6666666666666666,[0.35066550000010466],359.7507999993395
IG09,2.0,45.0,NAIT,HIGU,82.0,0.0,3709.0,2294.0,1415.0,12601.0,0.6666666666666666,[0.5338689000000159],545.6032000002451
IG09,2.0,46.0,NAIT,HIGU,124.0,114.0,3833.0,2408.0,1425.0,12611.0,1.0,[0.4675552999997308],476.75299999990966
IG09,2.0,47.0,NAIT,HIGU,41.0,0.0,3874.0,2408.0,1466.0,12652.0,0.3333333333333333,[0.3004378999994515],309.4904999998398
IG09,2.0,48.0,NAIT,HIGU,46.0,51.0,3920.0,2459.0,1461.0,12647.0,0.3333333333333333,[0.4081820000001244],417.81660000025295
IG09,2.0,49.0,NAIT,HIGU,56.0,0.0,3976.0,2459.0,1517.0,12703.0,0.0,[0.29952640000010433],308.69709999940824
IG09,2.0,50.0,NAIT,HIGU,47.0,62.0,4023.0,2521.0,1502.0,12688.0,0.0,[0.3931600999994771],402.39530000055674
IG09,2.0,51.0,NAIT,HIGU,45.0,65.0,4068.0,2586.0,1482.0,12668.0,0.3333333333333333,[0.40191260000028706],411.6270000003278
IG09,2.0,52.0,NAIT,HIGU,52.0,0.0,4120.0,2586.0,1534.0,12720.0,0.0,[0.499975099999574],508.81380000000354
IG09,2.0,53.0,NAIT,HIGU,59.0,97.0,4179.0,2683.0,1496.0,12682.0,0.0,[0.5651405999997223],575.2381000001915
IG09,2.0,54.0,NAIT,HIGU,116.0,116.0,4295.0,2799.0,1496.0,12682.0,0.6666666666666666,[0.35005139999975654],359.3004000004148
IG09,2.0,55.0,NAIT,HIGU,125.0,118.0,4420.0,2917.0,1503.0,12689.0,1.0,[0.3157909000001382],325.70779999974184
IG09,2.0,56.0,NAIT,HIGU,59.0,50.0,4479.0,2967.0,1512.0,12698.0,0.3333333333333333,[0.6173533999999563],626.4302999997744
IG09,2.0,57.0,NAIT,HIGU,111.0,0.0,4590.0,2967.0,1623.0,12809.0,0.6666666666666666,[0.6166317999995954],626.0756999999285
IG09,2.0,58.0,NAIT,HIGU,47.0,0.0,4637.0,2967.0,1670.0,12856.0,0.3333333333333333,[0.51739120000002],526.4290999993682
IG09,2.0,59.0,NAIT,HIGU,96.0,0.0,4733.0,2967.0,1766.0,12952.0,0.6666666666666666,[0.4836481000002095],493.4468999999808
IG09,2.0,60.0,NAIT,HIGU,63.0,0.0,4796.0,2967.0,1829.0,13015.0,0.3333333333333333,[0.5005296999997881],509.431999999797
IG09,2.0,61.0,NAIT,HIGU,73.0,274.0,4869.0,3241.0,1628.0,12814.0,0.6666666666666666,[0.3498955000004571],359.25700000009965
IG09,2.0,62.0,NAIT,HIGU,127.0,174.0,4996.0,3415.0,1581.0,12767.0,1.0,[0.4916804999993474],501.0179000000935
IG09,2.0,63.0,NAIT,HIGU,31.0,87.0,5027.0,3502.0,1525.0,12711.0,0.0,[1.1498517999998512],1158.8144999996293
IG09,2.0,64.0,NAIT,HIGU,69.0,0.0,5096.0,3502.0,1594.0,12780.0,0.3333333333333333,[0.5170499999994718],526.4100000003818
IG09,2.0,65.0,NAIT,HIGU,105.0,166.0,5201.0,3668.0,1533.0,12719.0,1.0,[0.4497000000001208],459.0113000003621
IG09,2.0,66.0,NAIT,HIGU,61.0,85.0,5262.0,3753.0,1509.0,12695.0,0.3333333333333333,[0.40127380000012636],410.59189999941736
IG09,2.0,67.0,NAIT,HIGU,90.0,108.0,5352.0,3861.0,1491.0,12677.0,0.6666666666666666,[0.3085614000001442],319.41629999980796
IG09,2.0,68.0,NAIT,HIGU,48.0,0.0,5400.0,3861.0,1539.0,12725.0,0.0,[0.36598680000042805],375.42760000005364
IG09,2.0,69.0,NAIT,HIGU,38.0,104.0,5438.0,3965.0,1473.0,12659.0,0.0,[0.6534870999994382],662.9026000000304
IG09,2.0,70.0,NAIT,HIGU,43.0,0.0,5481.0,3965.0,1516.0,12702.0,0.0,[0.3825832000002265],392.3417999994708
IG09,2.0,71.0,NAIT,HIGU,92.0,0.0,5573.0,3965.0,1608.0,12794.0,0.6666666666666666,[1.068330899999637],1079.2599000006448
IG09,2.0,72.0,NAIT,HIGU,75.0,102.0,5648.0,4067.0,1581.0,12767.0,0.6666666666666666,[0.4326130999997986],441.8668999996735
IG09,2.0,73.0,NAIT,HIGU,116.0,0.0,5764.0,4067.0,1697.0,12883.0,1.0,[0.3318245000000388],341.8552000003401
IG09,2.0,74.0,NAIT,HIGU,126.0,0.0,5890.0,4067.0,1823.0,13009.0,1.0,[0.7671159000001353],776.3036000005668
IG09,2.0,75.0,NAIT,HIGU,124.0,0.0,6014.0,4067.0,1947.0,13133.0,1.0,[0.69973839999966],709.360500000068
IG09,2.0,76.0,NAIT,HIGU,113.0,0.0,6127.0,4067.0,2060.0,13246.0,1.0,[0.5012280000000828],510.3485000000801
IG09,2.0,77.0,NAIT,HIGU,104.0,151.0,6231.0,4218.0,2013.0,13199.0,1.0,[0.45056639999984327],460.0254000008572
IG09,2.0,78.0,NAIT,HIGU,42.0,0.0,6273.0,4218.0,2055.0,13241.0,0.3333333333333333,[0.3335940999995728],342.8327000003774
IG09,2.0,79.0,NAIT,HIGU,63.0,0.0,6336.0,4218.0,2118.0,13304.0,0.3333333333333333,[0.7162697999992815],725.6317999998573
IG09,2.0,80.0,NAIT,HIGU,55.0,99.0,6391.0,4317.0,2074.0,13260.0,0.3333333333333333,[0.8158442000003561],825.2622999997111
IG09,2.0,81.0,NAIT,HIGU,73.0,0.0,6464.0,4317.0,2147.0,13333.0,0.6666666666666666,[0.7171404000000621],726.2718999998178
IG09,2.0,82.0,NAIT,HIGU,33.0,0.0,6497.0,4317.0,2180.0,13366.0,0.0,[0.6501332999996521],659.4553000006126
IG09,2.0,83.0,NAIT,HIGU,59.0,0.0,6556.0,4317.0,2239.0,13425.0,0.3333333333333333,[0.4672095999994781],476.3225999994902
IG09,2.0,84.0,NAIT,HIGU,40.0,0.0,6596.0,4317.0,2279.0,13465.0,0.0,[1.1669638000003033],1176.4131999996025
IG09,2.0,85.0,NAIT,HIGU,60.0,50.0,6656.0,4367.0,2289.0,13475.0,0.3333333333333333,[0.4157094000001962],425.2280999997165
IG09,2.0,86.0,NAIT,HIGU,92.0,0.0,6748.0,4367.0,2381.0,13567.0,0.6666666666666666,[0.6333064999998896],642.7503999993205
IG09,2.0,87.0,NAIT,HIGU,93.0,100.0,6841.0,4467.0,2374.0,13560.0,0.6666666666666666,[0.6503117000002021],659.5005999999121
IG09,2.0,88.0,NAIT,HIGU,87.0,127.0,6928.0,4594.0,2334.0,13520.0,1.0,[1.216984599999705],1226.148599999724
IG09,2.0,89.0,NAIT,HIGU,109.0,0.0,7037.0,4594.0,2443.0,13629.0,0.6666666666666666,[0.7009424999996554],709.6128000003519
IG09,2.0,90.0,NAIT,HIGU,40.0,83.0,7077.0,4677.0,2400.0,13586.0,0.3333333333333333,[0.08456699999987904],93.62380000029225
IG09,2.0,91.0,NAIT,HIGU,92.0,0.0,7169.0,4677.0,2492.0,13678.0,0.6666666666666666,[0.45042990000001737],459.88359999959357
IG09,2.0,92.0,NAIT,HIGU,59.0,0.0,7228.0,4677.0,2551.0,13737.0,0.0,[0.36623560000043653],375.55890000006184
IG09,2.0,93.0,NAIT,HIGU,48.0,83.0,7276.0,4760.0,2516.0,13702.0,0.0,[0.466179000000011],476.0498000003863
IG09,2.0,94.0,NAIT,HIGU,54.0,51.0,7330.0,4811.0,2519.0,13705.0,0.3333333333333333,[0.40036069999950996],409.5047000000486
IG09,2.0,95.0,NAIT,HIGU,94.0,0.0,7424.0,4811.0,2613.0,13799.0,0.6666666666666666,[0.635425700000269],644.5390999997035
IG09,2.0,96.0,NAIT,HIGU,102.0,100.0,7526.0,4911.0,2615.0,13801.0,1.0,[0.6006211000003532],609.7541000000201
IG09,2.0,97.0,NAIT,HIGU,51.0,62.0,7577.0,4973.0,2604.0,13790.0,0.3333333333333333,[0.9172091000000364],926.3480999997118
IG09,2.0,98.0,NAIT,HIGU,85.0,137.0,7662.0,5110.0,2552.0,13738.0,0.6666666666666666,[0.616991799999596],626.4520000002813
IG09,2.0,99.0,NAIT,HIGU,33.0,93.0,7695.0,5203.0,2492.0,13678.0,0.0,[0.4532552000000578],466.04849999933504
IG09,3.0,0.0,WAIT,LOWU,32.0,0.0,32.0,0.0,32.0,13710.0,0.0,[3.470471799999359],3482.659700000193
IG09,3.0,1.0,WAIT,LOWU,83.0,0.0,115.0,0.0,115.0,13793.0,0.6923076923076923,[0.5686572999993587],579.0337999995099
IG09,3.0,2.0,WAIT,LOWU,84.0,0.0,199.0,0.0,199.0,13877.0,1.0,[0.3835492999996859],392.99039999977686
IG09,3.0,3.0,WAIT,LOWU,42.0,0.0,241.0,0.0,241.0,13919.0,0.1538461538461538,[0.48422449999998207],492.9084000005387
IG09,3.0,4.0,WAIT,LOWU,123.0,174.0,364.0,0.0,364.0,14042.0,1.0,[1.651921499999844],1662.0679000006057
IG09,3.0,5.0,WAIT,LOWU,85.0,245.0,449.0,0.0,449.0,14127.0,1.0,[1.0828997999997227],1092.2392999990843
IG09,3.0,6.0,WAIT,LOWU,108.0,209.0,557.0,0.0,557.0,14235.0,1.0,[1.2004447999997865],1209.8899000004167
IG09,3.0,7.0,WAIT,LOWU,100.0,119.0,657.0,0.0,657.0,14335.0,1.0,[0.6164568000003783],625.6173000000417
IG09,3.0,8.0,WAIT,LOWU,130.0,0.0,787.0,0.0,787.0,14465.0,1.0,[1.1484067999999752],1158.4267999997828
IG09,3.0,9.0,WAIT,LOWU,125.0,0.0,912.0,0.0,912.0,14590.0,1.0,[0.9636844000006022],974.6480999998748
IG09,3.0,10.0,WAIT,LOWU,126.0,0.0,1038.0,0.0,1038.0,14716.0,1.0,[1.434255199999825],1443.2331999996677
IG09,3.0,11.0,WAIT,LOWU,124.0,0.0,1162.0,0.0,1162.0,14840.0,1.0,[0.8174353000003975],826.3992000001017
IG09,3.0,12.0,WAIT,LOWU,95.0,153.0,1257.0,0.0,1257.0,14935.0,1.0,[0.6499654999997801],659.2240000000456
IG09,3.0,13.0,WAIT,LOWU,90.0,342.0,1347.0,0.0,1347.0,15025.0,1.0,[1.1832670000003418],1192.5197999998927
IG09,3.0,14.0,WAIT,LOWU,37.0,0.0,1384.0,0.0,1384.0,15062.0,0.0,[1.1598909000003914],1168.844399999245
IG09,3.0,15.0,WAIT,LOWU,120.0,114.0,1504.0,0.0,1504.0,15182.0,1.0,[0.5833324999994147],592.7136000000173
IG09,3.0,16.0,WAIT,LOWU,91.0,105.0,1595.0,0.0,1595.0,15273.0,1.0,[0.5674292000003334],576.1421999996528
IG09,3.0,17.0,WAIT,LOWU,102.0,177.0,1697.0,0.0,1697.0,15375.0,1.0,[0.8173736999997345],826.478199999663
IG09,3.0,18.0,WAIT,LOWU,120.0,162.0,1817.0,0.0,1817.0,15495.0,1.0,[0.6502725999998802],659.7506000009598
IG09,3.0,19.0,WAIT,LOWU,85.0,0.0,1902.0,0.0,1902.0,15580.0,1.0,[0.4997005999994144],509.0324000004912
IG09,3.0,20.0,WAIT,LOWU,130.0,0.0,2032.0,0.0,2032.0,15710.0,1.0,[0.4504123000006075],460.1090000005206
IG09,3.0,21.0,WAIT,LOWU,129.0,0.0,2161.0,0.0,2161.0,15839.0,1.0,[1.1004772999995112],1109.5009999996983
IG09,3.0,22.0,WAIT,LOWU,113.0,0.0,2274.0,0.0,2274.0,15952.0,1.0,[0.3345856999994794],343.48979999963194
IG09,3.0,23.0,WAIT,LOWU,120.0,0.0,2394.0,0.0,2394.0,16072.0,1.0,[0.8817500999994081],891.5736000000034
IG09,3.0,24.0,WAIT,LOWU,113.0,182.0,2507.0,0.0,2507.0,16185.0,1.0,[0.5673440000000483],576.6948000001721
IG09,3.0,25.0,WAIT,LOWU,112.0,218.0,2619.0,0.0,2619.0,16297.0,1.0,[0.8550560000003316],863.7712000007741
IG09,3.0,26.0,WAIT,LOWU,117.0,0.0,2736.0,0.0,2736.0,16414.0,1.0,[1.0645176999996693],1074.4460999995936
IG09,3.0,27.0,WAIT,LOWU,90.0,142.0,2826.0,0.0,2826.0,16504.0,0.6923076923076923,[1.0846936999996615],1093.602800000459
IG09,3.0,28.0,WAIT,LOWU,69.0,41.0,2895.0,0.0,2895.0,16573.0,0.1538461538461538,[0.8673581000002741],876.5661999995355
IG09,3.0,29.0,WAIT,LOWU,86.0,0.0,2981.0,0.0,2981.0,16659.0,1.0,[0.5321018000004187],541.7617000003811
IG09,3.0,30.0,WAIT,LOWU,81.0,271.0,3062.0,0.0,3062.0,16740.0,1.0,[0.30020090000016353],309.70189999975264
IG09,3.0,31.0,WAIT,LOWU,109.0,128.0,3171.0,0.0,3171.0,16849.0,1.0,[0.4816187999995236],492.1232000007294
IG09,3.0,32.0,WAIT,LOWU,127.0,0.0,3298.0,0.0,3298.0,16976.0,1.0,[0.45004340000014054],459.5260999992024
IG09,3.0,33.0,WAIT,LOWU,122.0,0.0,3420.0,0.0,3420.0,17098.0,1.0,[0.41721939999933966],426.40310000022873
IG09,3.0,34.0,WAIT,LOWU,125.0,0.0,3545.0,0.0,3545.0,17223.0,1.0,[0.9670492000004742],976.2318000001833
IG09,3.0,35.0,WAIT,LOWU,108.0,101.0,3653.0,0.0,3653.0,17331.0,1.0,[0.867396199999348],876.402799999807
IG09,3.0,36.0,WAIT,LOWU,125.0,0.0,3778.0,0.0,3778.0,17456.0,1.0,[0.6157992999997077],625.2575999996625
IG09,3.0,37.0,WAIT,LOWU,125.0,114.0,3903.0,0.0,3903.0,17581.0,1.0,[1.4252409999999145],1434.255100000184
IG09,3.0,38.0,WAIT,LOWU,87.0,131.0,3990.0,0.0,3990.0,17668.0,1.0,[0.0671386000003622],76.44740000064485
IG09,3.0,39.0,WAIT,LOWU,116.0,146.0,4106.0,0.0,4106.0,17784.0,1.0,[0.46521129999928235],475.02590000024065
IG09,3.0,40.0,WAIT,LOWU,84.0,0.0,4190.0,0.0,4190.0,17868.0,1.0,[0.6656099000001632],675.2991000001784
IG09,3.0,41.0,WAIT,LOWU,126.0,0.0,4316.0,0.0,4316.0,17994.0,1.0,[0.8687785000001895],877.6757000007201
IG09,3.0,42.0,WAIT,LOWU,94.0,0.0,4410.0,0.0,4410.0,18088.0,1.0,[1.064812300000085],1075.4160999995656
IG09,3.0,43.0,WAIT,LOWU,101.0,271.0,4511.0,0.0,4511.0,18189.0,1.0,[0.91736469999978],926.4854000003543
IG09,3.0,44.0,WAIT,LOWU,127.0,238.0,4638.0,0.0,4638.0,18316.0,1.0,[0.8156057999995028],825.0890999995172
IG09,3.0,45.0,WAIT,LOWU,115.0,0.0,4753.0,0.0,4753.0,18431.0,1.0,[1.6242230999996536],1633.2806000004057
IG09,3.0,46.0,WAIT,LOWU,98.0,167.0,4851.0,0.0,4851.0,18529.0,1.0,[1.1319134000004851],1141.1693999997806
IG09,3.0,47.0,WAIT,LOWU,96.0,138.0,4947.0,0.0,4947.0,18625.0,1.0,[0.6006185000005644],609.5516999992542
IG09,3.0,48.0,WAIT,LOWU,120.0,270.0,5067.0,0.0,5067.0,18745.0,1.0,[1.0504604999996445],1059.5690999997314
IG09,3.0,49.0,WAIT,LOWU,109.0,0.0,5176.0,0.0,5176.0,18854.0,1.0,[2.0328810000000885],2042.6687999998685
IG09,3.0,50.0,WAIT,LOWU,124.0,0.0,5300.0,0.0,5300.0,18978.0,1.0,[1.432222699999329],1442.425899999449
IG09,3.0,51.0,WAIT,LOWU,99.0,173.0,5399.0,0.0,5399.0,19077.0,1.0,[0.8488972000004651],858.7950999999885
IG09,3.0,52.0,WAIT,LOWU,89.0,0.0,5488.0,0.0,5488.0,19166.0,1.0,[1.2518509000001359],1260.5675999992527
IG09,3.0,53.0,WAIT,LOWU,114.0,152.0,5602.0,0.0,5602.0,19280.0,1.0,[0.8172177000005831],826.4784000006039
IG09,3.0,54.0,WAIT,LOWU,128.0,0.0,5730.0,0.0,5730.0,19408.0,1.0,[0.5152189999998882],525.1479999998119
IG09,3.0,55.0,WAIT,LOWU,123.0,0.0,5853.0,0.0,5853.0,19531.0,1.0,[0.5246183999997811],533.543699999107
IG09,3.0,56.0,WAIT,LOWU,80.0,0.0,5933.0,0.0,5933.0,19611.0,1.0,[0.5175018999998429],526.8289999994449
IG09,3.0,57.0,WAIT,LOWU,109.0,156.0,6042.0,0.0,6042.0,19720.0,0.6923076923076923,[0.6105598000003738],622.8096000005025
IG09,3.0,58.0,WAIT,LOWU,109.0,0.0,6151.0,0.0,6151.0,19829.0,0.6923076923076923,[0.46885070000007545],479.3890999997966
IG09,3.0,59.0,WAIT,LOWU,75.0,231.0,6226.0,0.0,6226.0,19904.0,0.6923076923076923,[1.6159149000004618],1625.2458000001498
IG09,3.0,60.0,WAIT,LOWU,119.0,137.0,6345.0,0.0,6345.0,20023.0,1.0,[0.5154313999992155],525.3236999996006
IG09,3.0,61.0,WAIT,LOWU,94.0,113.0,6439.0,0.0,6439.0,20117.0,1.0,[0.4333006999995632],442.82330000028014
IG09,3.0,62.0,WAIT,LOWU,127.0,214.0,6566.0,0.0,6566.0,20244.0,1.0,[0.6505760000000009],659.9947999990545
IG09,3.0,63.0,WAIT,LOWU,124.0,0.0,6690.0,0.0,6690.0,20368.0,1.0,[1.2988983000004737],1308.5688999998383
IG09,3.0,64.0,WAIT,LOWU,102.0,0.0,6792.0,0.0,6792.0,20470.0,1.0,[0.5161969999999201],525.7771999994293
IG09,3.0,65.0,WAIT,LOWU,117.0,105.0,6909.0,0.0,6909.0,20587.0,1.0,[0.8669771000004403],876.1041999997105
IG09,3.0,66.0,WAIT,LOWU,111.0,0.0,7020.0,0.0,7020.0,20698.0,1.0,[0.7006230999995751],709.847600000212
IG09,3.0,67.0,WAIT,LOWU,118.0,331.0,7138.0,0.0,7138.0,20816.0,1.0,[0.7156058000000485],725.4482999998145
IG09,3.0,68.0,WAIT,LOWU,108.0,0.0,7246.0,0.0,7246.0,20924.0,1.0,[1.1988742000003185],1209.5556000005454
IG09,3.0,69.0,WAIT,LOWU,115.0,174.0,7361.0,0.0,7361.0,21039.0,1.0,[0.61675809999997],626.1543999996502
IG09,3.0,70.0,WAIT,LOWU,102.0,0.0,7463.0,0.0,7463.0,21141.0,1.0,[0.7826673000008668],793.0729000000283
IG09,3.0,71.0,WAIT,LOWU,125.0,143.0,7588.0,0.0,7588.0,21266.0,1.0,[0.43865570000070875],450.322100000456
IG09,3.0,72.0,WAIT,LOWU,119.0,0.0,7707.0,0.0,7707.0,21385.0,1.0,[1.3677247000005082],1376.7911000002641
IG09,3.0,73.0,WAIT,LOWU,130.0,140.0,7837.0,0.0,7837.0,21515.0,1.0,[0.7659898000001704],776.2523999998812
IG09,3.0,74.0,WAIT,LOWU,109.0,263.0,7946.0,0.0,7946.0,21624.0,1.0,[0.36122420000083366],370.3831000002101
IG09,3.0,75.0,WAIT,LOWU,82.0,0.0,8028.0,0.0,8028.0,21706.0,1.0,[0.5150156999998217],524.5585000002757
IG09,3.0,76.0,WAIT,LOWU,103.0,180.0,8131.0,0.0,8131.0,21809.0,1.0,[0.6001995999995415],609.5212999996729
